0 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0001 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0002 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0003 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0004 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0005 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0006 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0007 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0008 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0009 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.001 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0011 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0012 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0013 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0014 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0015 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0016 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0017 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0018 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.0019 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07 -0.07
0.002 -0.0699401 -0.0699401 -0.07 -0.07 -0.0700778 -0.0698903 -0.0698903
0.0021 -0.0698806 -0.0698806 -0.07 -0.07 -0.0701552 -0.0697811 -0.0697811
0.0022 -0.0698213 -0.0698213 -0.07 -0.07 -0.0702323 -0.0696725 -0.0696725
0.0023 -0.0697624 -0.0697624 -0.07 -0.07 -0.0703089 -0.0695644 -0.0695644
0.0024 -0.0697037 -0.0697037 -0.07 -0.07 -0.0703852 -0.0694568 -0.0694568
0.0025 -0.0696453 -0.0696453 -0.07 -0.07 -0.070461 -0.0693498 -0.0693498
0.0026 -0.0695873 -0.0695873 -0.07 -0.07 -0.0705366 -0.0692433 -0.0692433
0.0027 -0.0695295 -0.0695295 -0.07 -0.07 -0.0706117 -0.0691374 -0.0691374
0.0028 -0.069472 -0.069472 -0.07 -0.07 -0.0706864 -0.0690319 -0.0690319
0.0029 -0.0694147 -0.0694147 -0.07 -0.07 -0.0707608 -0.068927 -0.068927
0.003 -0.0693578 -0.0693578 -0.07 -0.07 -0.0708348 -0.0688227 -0.0688227
0.0031 -0.0693012 -0.0693012 -0.07 -0.07 -0.0709085 -0.0687188 -0.0687188
0.0032 -0.0692448 -0.0692448 -0.07 -0.07 -0.0709817 -0.0686155 -0.0686155
0.0033 -0.0691887 -0.0691887 -0.07 -0.07 -0.0710546 -0.0685127 -0.0685127
0.0034 -0.0691329 -0.0691329 -0.07 -0.07 -0.0711272 -0.0684104 -0.0684104
0.0035 -0.0690774 -0.0690774 -0.07 -0.07 -0.0711994 -0.0683086 -0.0683086
0.0036 -0.0690221 -0.0690221 -0.07 -0.07 -0.0712712 -0.0682073 -0.0682073
