0 -0.0699003 -0.0699003 -0.0700997 -0.0700997
0.0001 -0.069801 -0.069801 -0.070199 -0.070199
0.0002 -0.0697022 -0.0697022 -0.0702978 -0.0702978
0.0003 -0.069604 -0.069604 -0.070396 -0.070396
0.0004 -0.0695062 -0.0695062 -0.0704938 -0.0704938
0.0005 -0.0694089 -0.0694089 -0.0705911 -0.0705911
0.0006 -0.0693121 -0.0693121 -0.0706879 -0.0706879
0.0007 -0.0692158 -0.0692158 -0.0707842 -0.0707842
0.0008 -0.0691199 -0.0691199 -0.07088 -0.07088
0.0009 -0.0690246 -0.0690246 -0.0709754 -0.0709754
0.001 -0.0689297 -0.0689297 -0.0710703 -0.0710703
0.0011 -0.0688353 -0.0688353 -0.0711647 -0.0711647
0.0012 -0.0687413 -0.0687413 -0.0712586 -0.0712586
0.0013 -0.0686478 -0.0686478 -0.0713521 -0.0713521
0.0014 -0.0685548 -0.0685548 -0.0714451 -0.0714451
0.0015 -0.0684623 -0.0684623 -0.0715376 -0.0715376
0.0016 -0.0683702 -0.0683702 -0.0716297 -0.0716297
0.0017 -0.0682786 -0.0682786 -0.0717213 -0.0717213
0.0018 -0.0681874 -0.0681874 -0.0718125 -0.0718125
0.0019 -0.0680967 -0.0680967 -0.0719032 -0.0719032
0.002 -0.0680064 -0.0680064 -0.0719934 -0.0719934
0.0021 -0.0679166 -0.0679166 -0.0720833 -0.0720833
0.0022 -0.0678273 -0.0678273 -0.0721726 -0.0721726
0.0023 -0.0677383 -0.0677383 -0.0722615 -0.0722615
0.0024 -0.0676499 -0.0676499 -0.07235 -0.07235
0.0025 -0.0675618 -0.0675618 -0.072438 -0.072438
0.0026 -0.0674742 -0.0674742 -0.0725256 -0.0725256
0.0027 -0.0673871 -0.0673871 -0.0726128 -0.0726128
0.0028 -0.0673004 -0.0673004 -0.0726995 -0.0726995
0.0029 -0.0672141 -0.0672141 -0.0727858 -0.0727858
0.003 -0.0671282 -0.0671282 -0.0728716 -0.0728716
0.0031 -0.0670428 -0.0670428 -0.072957 -0.072957
0.0032 -0.0669578 -0.0669578 -0.073042 -0.073042
0.0033 -0.0668732 -0.0668732 -0.0731266 -0.0731266
0.0034 -0.066789 -0.066789 -0.0732108 -0.0732108
0.0035 -0.0667053 -0.0667053 -0.0732945 -0.0732945
0.0036 -0.066622 -0.066622 -0.0733778 -0.0733778
0.0037 -0.0665391 -0.0665391 -0.0734607 -0.0734607
0.0038 -0.0664566 -0.0664566 -0.0735432 -0.0735432
0.0039 -0.0663745 -0.0663745 -0.0736253 -0.0736253
0.004 -0.0662928 -0.0662928 -0.0737069 -0.0737069
0.0041 -0.0662116 -0.0662116 -0.0737882 -0.0737882
0.0042 -0.0661307 -0.0661307 -0.073869 -0.073869
0.0043 -0.0660503 -0.0660503 -0.0739495 -0.0739495
0.0044 -0.0659702 -0.0659702 -0.0740295 -0.0740295
0.0045 -0.0658906 -0.0658906 -0.0741092 -0.0741092
0.0046 -0.0658113 -0.0658113 -0.0741885 -0.0741885
0.0047 -0.0657324 -0.0657324 -0.0742673 -0.0742673
0.0048 -0.065654 -0.065654 -0.0743458 -0.0743458
0.0049 -0.0655759 -0.0655759 -0.0744238 -0.0744238
0.005 -0.0654982 -0.0654982 -0.0745015 -0.0745015
0.0051 -0.0654209 -0.0654209 -0.0745788 -0.0745788
0.0052 -0.065344 -0.065344 -0.0746557 -0.0746557
0.0053 -0.0652675 -0.0652675 -0.0747323 -0.0747323
0.0054 -0.0651913 -0.0651913 -0.0748084 -0.0748084
0.0055 -0.0651155 -0.0651155 -0.0748842 -0.0748842
0.0056 -0.0650401 -0.0650401 -0.0749596 -0.0749596
0.0057 -0.0649651 -0.0649651 -0.0750346 -0.0750346
0.0058 -0.0648905 -0.0648905 -0.0751092 -0.0751092
0.0059 -0.0648162 -0.0648162 -0.0751835 -0.0751835
0.006 -0.0647423 -0.0647423 -0.0752574 -0.0752574
0.0061 -0.0646688 -0.0646688 -0.0753309 -0.0753309
0.0062 -0.0645956 -0.0645956 -0.0754041 -0.0754041
0.0063 -0.0645228 -0.0645228 -0.0754769 -0.0754769
0.0064 -0.0644504 -0.0644504 -0.0755493 -0.0755493
0.0065 -0.0643783 -0.0643783 -0.0756214 -0.0756214
0.0066 -0.0643066 -0.0643066 -0.0756931 -0.0756931
0.0067 -0.0642352 -0.0642352 -0.0757644 -0.0757644
0.0068 -0.0641643 -0.0641643 -0.0758354 -0.0758354
0.0069 -0.0640936 -0.0640936 -0.0759061 -0.0759061
0.007 -0.0640233 -0.0640233 -0.0759763 -0.0759763
0.0071 -0.0639534 -0.0639534 -0.0760463 -0.0760463
0.0072 -0.0638838 -0.0638838 -0.0761159 -0.0761159
0.0073 -0.0638145 -0.0638145 -0.0761851 -0.0761851
0.0074 -0.0637456 -0.0637456 -0.076254 -0.076254
0.0075 -0.0636771 -0.0636771 -0.0763226 -0.0763226
0.0076 -0.0636089 -0.0636089 -0.0763908 -0.0763908
0.0077 -0.063541 -0.063541 -0.0764587 -0.0764587
0.0078 -0.0634735 -0.0634735 -0.0765262 -0.0765262
0.0079 -0.0634063 -0.0634063 -0.0765934 -0.0765934
0.008 -0.0633394 -0.0633394 -0.0766603 -0.0766603
0.0081 -0.0632729 -0.0632729 -0.0767268 -0.0767268
0.0082 -0.0632067 -0.0632067 -0.076793 -0.076793
0.0083 -0.0631408 -0.0631408 -0.0768589 -0.0768589
0.0084 -0.0630753 -0.0630753 -0.0769244 -0.0769244
0.0085 -0.06301 -0.06301 -0.0769896 -0.0769896
0.0086 -0.0629452 -0.0629452 -0.0770545 -0.0770545
0.0087 -0.0628806 -0.0628806 -0.0771191 -0.0771191
0.0088 -0.0628164 -0.0628164 -0.0771833 -0.0771833
0.0089 -0.0627524 -0.0627524 -0.0772472 -0.0772472
0.009 -0.0626888 -0.0626888 -0.0773108 -0.0773108
0.0091 -0.0626255 -0.0626255 -0.0773741 -0.0773741
0.0092 -0.0625626 -0.0625626 -0.0774371 -0.0774371
0.0093 -0.0624999 -0.0624999 -0.0774997 -0.0774997
0.0094 -0.0624376 -0.0624376 -0.0775621 -0.0775621
0.0095 -0.0623755 -0.0623755 -0.0776241 -0.0776241
0.0096 -0.0623138 -0.0623138 -0.0776858 -0.0776858
0.0097 -0.0622524 -0.0622524 -0.0777472 -0.0777472
0.0098 -0.0621913 -0.0621913 -0.0778083 -0.0778083
0.0099 -0.0621305 -0.0621305 -0.0778692 -0.0778692
0.01 -0.06207 -0.06207 -0.0779297 -0.0779297
0.0101 -0.0620098 -0.0620098 -0.0779898 -0.0779898
0.0102 -0.0619499 -0.0619499 -0.0780497 -0.0780497
0.0103 -0.0618903 -0.0618903 -0.0781093 -0.0781093
0.0104 -0.061831 -0.061831 -0.0781687 -0.0781687
0.0105 -0.061772 -0.061772 -0.0782277 -0.0782277
0.0106 -0.0617133 -0.0617133 -0.0782864 -0.0782864
0.0107 -0.0616549 -0.0616549 -0.0783448 -0.0783448
0.0108 -0.0615967 -0.0615967 -0.0784029 -0.0784029
0.0109 -0.0615389 -0.0615389 -0.0784608 -0.0784608
0.011 -0.0614813 -0.0614813 -0.0785183 -0.0785183
0.0111 -0.0614241 -0.0614241 -0.0785756 -0.0785756
0.0112 -0.0613671 -0.0613671 -0.0786325 -0.0786325
0.0113 -0.0613104 -0.0613104 -0.0786892 -0.0786892
0.0114 -0.061254 -0.061254 -0.0787456 -0.0787456
0.0115 -0.0611979 -0.0611979 -0.0788018 -0.0788018
0.0116 -0.061142 -0.061142 -0.0788576 -0.0788576
0.0117 -0.0610865 -0.0610865 -0.0789132 -0.0789132
0.0118 -0.0610312 -0.0610312 -0.0789685 -0.0789685
0.0119 -0.0609762 -0.0609762 -0.0790235 -0.0790235
0.012 -0.0609214 -0.0609214 -0.0790782 -0.0790782
0.0121 -0.0608669 -0.0608669 -0.0791327 -0.0791327
0.0122 -0.0608127 -0.0608127 -0.0791869 -0.0791869
0.0123 -0.0607588 -0.0607588 -0.0792408 -0.0792408
0.0124 -0.0607052 -0.0607052 -0.0792945 -0.0792945
0.0125 -0.0606518 -0.0606518 -0.0793479 -0.0793479
0.0126 -0.0605986 -0.0605986 -0.079401 -0.079401
0.0127 -0.0605458 -0.0605458 -0.0794539 -0.0794539
0.0128 -0.0604932 -0.0604932 -0.0795065 -0.0795065
0.0129 -0.0604409 -0.0604409 -0.0795588 -0.0795588
0.013 -0.0603888 -0.0603888 -0.0796109 -0.0796109
0.0131 -0.060337 -0.060337 -0.0796627 -0.0796627
0.0132 -0.0602854 -0.0602854 -0.0797142 -0.0797142
0.0133 -0.0602341 -0.0602341 -0.0797655 -0.0797655
0.0134 -0.0601831 -0.0601831 -0.0798166 -0.0798166
0.0135 -0.0601323 -0.0601323 -0.0798674 -0.0798674
0.0136 -0.0600818 -0.0600818 -0.0799179 -0.0799179
0.0137 -0.0600315 -0.0600315 -0.0799682 -0.0799682
0.0138 -0.0599814 -0.0599814 -0.0800182 -0.0800182
0.0139 -0.0599317 -0.0599317 -0.080068 -0.080068
0.014 -0.0598821 -0.0598821 -0.0801175 -0.0801175
0.0141 -0.0598328 -0.0598328 -0.0801668 -0.0801668
0.0142 -0.0597838 -0.0597838 -0.0802159 -0.0802159
0.0143 -0.059735 -0.059735 -0.0802647 -0.0802647
0.0144 -0.0596864 -0.0596864 -0.0803132 -0.0803132
0.0145 -0.0596381 -0.0596381 -0.0803615 -0.0803615
0.0146 -0.0595901 -0.0595901 -0.0804096 -0.0804096
0.0147 -0.0595422 -0.0595422 -0.0804574 -0.0804574
0.0148 -0.0594946 -0.0594946 -0.080505 -0.080505
0.0149 -0.0594473 -0.0594473 -0.0805524 -0.0805524
0.015 -0.0594002 -0.0594002 -0.0805995 -0.0805995
0.0151 -0.0593533 -0.0593533 -0.0806464 -0.0806464
0.0152 -0.0593066 -0.0593066 -0.080693 -0.080693
0.0153 -0.0592602 -0.0592602 -0.0807394 -0.0807394
0.0154 -0.059214 -0.059214 -0.0807856 -0.0807856
0.0155 -0.0591681 -0.0591681 -0.0808316 -0.0808316
0.0156 -0.0591224 -0.0591224 -0.0808773 -0.0808773
0.0157 -0.0590769 -0.0590769 -0.0809228 -0.0809228
0.0158 -0.0590316 -0.0590316 -0.0809681 -0.0809681
0.0159 -0.0589866 -0.0589866 -0.0810131 -0.0810131
0.016 -0.0589417 -0.0589417 -0.0810579 -0.0810579
0.0161 -0.0588971 -0.0588971 -0.0811025 -0.0811025
0.0162 -0.0588528 -0.0588528 -0.0811469 -0.0811469
0.0163 -0.0588086 -0.0588086 -0.081191 -0.081191
0.0164 -0.0587647 -0.0587647 -0.081235 -0.081235
0.0165 -0.058721 -0.058721 -0.0812787 -0.0812787
0.0166 -0.0586775 -0.0586775 -0.0813222 -0.0813222
0.0167 -0.0586342 -0.0586342 -0.0813655 -0.0813655
0.0168 -0.0585911 -0.0585911 -0.0814085 -0.0814085
0.0169 -0.0585483 -0.0585483 -0.0814514 -0.0814514
0.017 -0.0585057 -0.0585057 -0.081494 -0.081494
0.0171 -0.0584632 -0.0584632 -0.0815364 -0.0815364
0.0172 -0.058421 -0.058421 -0.0815786 -0.0815786
0.0173 -0.058379 -0.058379 -0.0816206 -0.0816206
0.0174 -0.0583372 -0.0583372 -0.0816624 -0.0816624
0.0175 -0.0582957 -0.0582957 -0.081704 -0.081704
0.0176 -0.0582543 -0.0582543 -0.0817454 -0.0817454
0.0177 -0.0582131 -0.0582131 -0.0817865 -0.0817865
0.0178 -0.0581722 -0.0581722 -0.0818275 -0.0818275
0.0179 -0.0581314 -0.0581314 -0.0818683 -0.0818683
0.018 -0.0580908 -0.0580908 -0.0819088 -0.0819088
0.0181 -0.0580505 -0.0580505 -0.0819492 -0.0819492
0.0182 -0.0580103 -0.0580103 -0.0819893 -0.0819893
0.0183 -0.0579704 -0.0579704 -0.0820293 -0.0820293
0.0184 -0.0579306 -0.0579306 -0.082069 -0.082069
0.0185 -0.0578911 -0.0578911 -0.0821086 -0.0821086
0.0186 -0.0578517 -0.0578517 -0.0821479 -0.0821479
0.0187 -0.0578126 -0.0578126 -0.0821871 -0.0821871
0.0188 -0.0577736 -0.0577736 -0.082226 -0.082226
0.0189 -0.0577348 -0.0577348 -0.0822648 -0.0822648
0.019 -0.0576963 -0.0576963 -0.0823034 -0.0823034
0.0191 -0.0576579 -0.0576579 -0.0823418 -0.0823418
0.0192 -0.0576197 -0.0576197 -0.08238 -0.08238
0.0193 -0.0575817 -0.0575817 -0.082418 -0.082418
0.0194 -0.0575439 -0.0575439 -0.0824558 -0.0824558
0.0195 -0.0575062 -0.0575062 -0.0824934 -0.0824934
0.0196 -0.0574688 -0.0574688 -0.0825308 -0.0825308
0.0197 -0.0574316 -0.0574316 -0.0825681 -0.0825681
0.0198 -0.0573945 -0.0573945 -0.0826051 -0.0826051
0.0199 -0.0573576 -0.0573576 -0.082642 -0.082642
0.02 -0.0573209 -0.0573209 -0.0826787 -0.0826787
0.0201 -0.0572844 -0.0572844 -0.0827152 -0.0827152
0.0202 -0.0572481 -0.0572481 -0.0827516 -0.0827516
0.0203 -0.0572119 -0.0572119 -0.0827877 -0.0827877
0.0204 -0.057176 -0.057176 -0.0828237 -0.0828237
0.0205 -0.0571402 -0.0571402 -0.0828595 -0.0828595
0.0206 -0.0571046 -0.0571046 -0.0828951 -0.0828951
0.0207 -0.0570691 -0.0570691 -0.0829305 -0.0829305
0.0208 -0.0570339 -0.0570339 -0.0829658 -0.0829658
0.0209 -0.0569988 -0.0569988 -0.0830009 -0.0830009
